# Region      : cellZone cz_solid_3
# Cells       : 1925
# Volume      : 2.143742e-03
# Time        	volIntegrateU
20            	-1.531420e-09 -3.779975e-09 -2.435753e-09
40            	-1.416164e-09 -5.925164e-09 -1.954997e-09
60            	-1.436418e-09 -7.480320e-09 -1.760134e-09
80            	-1.484412e-09 -8.636259e-09 -1.658658e-09
100           	-1.546064e-09 -9.613730e-09 -1.599143e-09
120           	-1.613524e-09 -1.057668e-08 -1.555253e-09
140           	-1.686400e-09 -1.162529e-08 -1.567449e-09
160           	-1.800077e-09 -1.286616e-08 -1.554768e-09
180           	-1.874569e-09 -1.432063e-08 -1.529068e-09
200           	-1.937652e-09 -1.601467e-08 -1.508842e-09
220           	-1.986377e-09 -1.795260e-08 -1.495016e-09
240           	-2.018826e-09 -2.012048e-08 -1.488557e-09
260           	-2.034393e-09 -2.248726e-08 -1.488033e-09
280           	-2.035061e-09 -2.501183e-08 -1.488923e-09
300           	-2.026856e-09 -2.764576e-08 -1.483192e-09
320           	-2.019626e-09 -3.033957e-08 -1.460850e-09
340           	-2.023538e-09 -3.304638e-08 -1.410158e-09
360           	-2.046408e-09 -3.572418e-08 -1.318133e-09
380           	-2.094107e-09 -3.833140e-08 -1.176009e-09
400           	-2.160187e-09 -4.081257e-08 -9.808344e-10
420           	-2.231433e-09 -4.311632e-08 -7.459578e-10
440           	-2.291780e-09 -4.522249e-08 -4.936961e-10
460           	-2.323893e-09 -4.712867e-08 -2.464341e-10
480           	-2.316958e-09 -4.884433e-08 -2.188445e-11
500           	-2.273528e-09 -5.040821e-08 1.659334e-10
520           	-2.205787e-09 -5.187419e-08 3.093009e-10
540           	-2.129678e-09 -5.328754e-08 4.073539e-10
560           	-2.057933e-09 -5.468002e-08 4.662572e-10
580           	-1.996749e-09 -5.606833e-08 4.972566e-10
600           	-1.947246e-09 -5.745509e-08 5.117348e-10
620           	-1.908263e-09 -5.883477e-08 5.190522e-10
640           	-1.878327e-09 -6.020004e-08 5.247109e-10
660           	-1.856492e-09 -6.154615e-08 5.316328e-10
680           	-1.841760e-09 -6.287218e-08 5.405493e-10
700           	-1.833165e-09 -6.418048e-08 5.513814e-10
720           	-1.829394e-09 -6.547540e-08 5.634567e-10
740           	-1.829224e-09 -6.676169e-08 5.762400e-10
760           	-1.831008e-09 -6.804311e-08 5.893853e-10
780           	-1.833268e-09 -6.932179e-08 6.026935e-10
800           	-1.834763e-09 -7.059762e-08 6.162787e-10
820           	-1.834627e-09 -7.186790e-08 6.304853e-10
840           	-1.832665e-09 -7.312733e-08 6.456867e-10
860           	-1.829344e-09 -7.436880e-08 6.622275e-10
880           	-1.825918e-09 -7.558516e-08 6.800318e-10
900           	-1.823955e-09 -7.677122e-08 6.986568e-10
920           	-1.824817e-09 -7.792533e-08 7.172910e-10
940           	-1.828661e-09 -7.905165e-08 7.349196e-10
960           	-1.834658e-09 -8.015927e-08 7.517127e-10
980           	-1.840819e-09 -8.125541e-08 7.682510e-10
1000          	-1.845171e-09 -8.234201e-08 7.844710e-10
1020          	-1.847152e-09 -8.341885e-08 7.997446e-10
