# Region      : cellZone cz_solid_42
# Cells       : 1988
# Volume      : 2.141951e-03
# Time        	volIntegrateU
20            	2.280350e-11 -5.749521e-09 -1.481882e-10
40            	-1.970282e-10 -8.088236e-09 1.633244e-10
60            	-2.935725e-10 -9.624078e-09 2.061207e-10
80            	-3.435342e-10 -1.067891e-08 1.846812e-10
100           	-3.766904e-10 -1.154424e-08 1.464327e-10
120           	-4.047665e-10 -1.237009e-08 1.081802e-10
140           	-4.017502e-10 -1.326262e-08 3.964268e-11
160           	-4.542241e-10 -1.431215e-08 2.792692e-12
180           	-4.946563e-10 -1.549463e-08 -2.741616e-11
200           	-5.309686e-10 -1.681455e-08 -6.580917e-11
220           	-5.626677e-10 -1.824617e-08 -1.083205e-10
240           	-5.895878e-10 -1.974901e-08 -1.504145e-10
260           	-6.093226e-10 -2.128082e-08 -1.876900e-10
280           	-6.197165e-10 -2.280306e-08 -2.175562e-10
300           	-6.206714e-10 -2.429004e-08 -2.401565e-10
320           	-6.121557e-10 -2.572616e-08 -2.570726e-10
340           	-5.928319e-10 -2.710242e-08 -2.702031e-10
360           	-5.641203e-10 -2.841311e-08 -2.816502e-10
380           	-5.317823e-10 -2.965421e-08 -2.928294e-10
400           	-5.012380e-10 -3.082414e-08 -3.023431e-10
420           	-4.745434e-10 -3.192545e-08 -3.032397e-10
440           	-4.488628e-10 -3.297895e-08 -2.854991e-10
460           	-4.222549e-10 -3.401715e-08 -2.468989e-10
480           	-3.949825e-10 -3.507134e-08 -1.934446e-10
500           	-3.690359e-10 -3.616073e-08 -1.340369e-10
520           	-3.463848e-10 -3.728777e-08 -7.705420e-11
540           	-3.286863e-10 -3.843861e-08 -2.861860e-11
560           	-3.171075e-10 -3.958875e-08 9.415123e-12
580           	-3.115999e-10 -4.071174e-08 3.854806e-11
600           	-3.108077e-10 -4.178761e-08 6.086350e-11
620           	-3.127567e-10 -4.280728e-08 7.776653e-11
640           	-3.156739e-10 -4.377073e-08 9.025571e-11
