# Region type : faceZone fz_solid_16
# Faces  :    1604
# Area   :    1.016839e-01
# Time        	sum(phi)
20            	5.835187e-05
40            	6.833507e-05
60            	8.257204e-05
80            	9.643821e-05
100           	1.074920e-04
120           	1.138389e-04
140           	1.128535e-04
160           	1.017108e-04
180           	8.491698e-05
200           	6.577046e-05
220           	4.805821e-05
240           	3.736248e-05
260           	3.667433e-05
280           	3.990718e-05
300           	4.407371e-05
320           	4.664381e-05
340           	4.863935e-05
360           	5.026481e-05
380           	5.233050e-05
400           	5.998952e-05
420           	7.017149e-05
440           	8.278289e-05
460           	9.565689e-05
480           	1.035336e-04
500           	1.053865e-04
520           	1.010976e-04
540           	9.265574e-05
560           	8.069035e-05
580           	6.814735e-05
600           	5.803510e-05
620           	5.142058e-05
640           	4.691529e-05
660           	4.357514e-05
680           	4.103493e-05
700           	3.865843e-05
720           	3.598675e-05
740           	3.285857e-05
760           	2.896338e-05
780           	2.415280e-05
800           	1.901521e-05
820           	1.470060e-05
840           	1.161052e-05
860           	9.833271e-06
880           	9.004423e-06
900           	1.023712e-05
920           	1.296911e-05
940           	1.731263e-05
960           	2.343041e-05
980           	3.063364e-05
