# Region      : cellZone cz_solid_91
# Cells       : 2116
# Volume      : 2.141014e-03
# Time        	volIntegrate(U)
20            	(1.492632e-09 -2.241374e-09 2.716365e-09)
40            	(1.508091e-09 -3.869803e-09 4.240368e-09)
60            	(1.540315e-09 -4.987541e-09 5.670604e-09)
80            	(1.450575e-09 -5.285573e-09 6.919368e-09)
100           	(1.210611e-09 -4.530816e-09 7.774815e-09)
120           	(8.472046e-10 -2.738610e-09 7.976560e-09)
140           	(4.596612e-12 6.221074e-12 7.582455e-09)
160           	(1.544851e-11 2.533495e-09 6.169143e-09)
180           	(-3.690182e-10 4.335255e-09 4.576448e-09)
200           	(-7.002798e-10 5.742756e-09 2.244189e-09)
220           	(-4.647291e-10 5.547413e-09 -3.262199e-10)
240           	(2.963196e-10 4.107713e-09 -2.322592e-09)
260           	(1.140304e-09 1.605382e-09 -3.201644e-09)
280           	(1.570289e-09 -1.923819e-09 -3.253058e-09)
300           	(1.651102e-09 -6.135823e-09 -2.960652e-09)
320           	(1.617607e-09 -1.053754e-08 -2.604741e-09)
340           	(1.564523e-09 -1.478465e-08 -2.291928e-09)
360           	(1.525621e-09 -1.871875e-08 -2.048784e-09)
380           	(1.501568e-09 -2.232868e-08 -1.873541e-09)
400           	(1.486846e-09 -2.565655e-08 -1.754701e-09)
420           	(1.477754e-09 -2.873915e-08 -1.678713e-09)
440           	(1.471995e-09 -3.160098e-08 -1.632809e-09)
460           	(1.467560e-09 -3.425701e-08 -1.605642e-09)
480           	(1.463623e-09 -3.672012e-08 -1.588160e-09)
500           	(1.459663e-09 -3.900171e-08 -1.575095e-09)
520           	(1.455660e-09 -4.111262e-08 -1.564275e-09)
540           	(1.450984e-09 -4.306300e-08 -1.555492e-09)
560           	(1.448853e-09 -4.486101e-08 -1.546641e-09)
580           	(1.447708e-09 -4.652533e-08 -1.532979e-09)
600           	(1.447389e-09 -4.806469e-08 -1.520325e-09)
620           	(1.451278e-09 -4.947422e-08 -1.507485e-09)
640           	(1.458380e-09 -5.075733e-08 -1.486561e-09)
660           	(1.456004e-09 -5.193566e-08 -1.465824e-09)
680           	(1.451012e-09 -5.301208e-08 -1.461085e-09)
700           	(1.444995e-09 -5.399306e-08 -1.463156e-09)
720           	(1.438526e-09 -5.489059e-08 -1.459718e-09)
740           	(1.427978e-09 -5.572119e-08 -1.449923e-09)
760           	(1.414424e-09 -5.649780e-08 -1.439740e-09)
780           	(1.400161e-09 -5.723104e-08 -1.431490e-09)
800           	(1.386123e-09 -5.792968e-08 -1.424797e-09)
820           	(1.372727e-09 -5.859950e-08 -1.420153e-09)
840           	(1.360377e-09 -5.924320e-08 -1.417470e-09)
860           	(1.349361e-09 -5.986192e-08 -1.416238e-09)
880           	(1.339673e-09 -6.045660e-08 -1.415575e-09)
900           	(1.331292e-09 -6.102861e-08 -1.414978e-09)
920           	(1.324122e-09 -6.157973e-08 -1.414125e-09)
940           	(1.317974e-09 -6.211226e-08 -1.412941e-09)
960           	(1.312718e-09 -6.262851e-08 -1.411417e-09)
980           	(1.308038e-09 -6.313100e-08 -1.409587e-09)
1000          	(1.303536e-09 -6.362172e-08 -1.407901e-09)
1020          	(1.299135e-09 -6.410015e-08 -1.406970e-09)
