# Region type : faceZone fz_solid_90
# Faces  :    1742
# Area   :    1.016977e-01
# Time        	sum(phi)
20            	-1.623448e-05
40            	-2.584882e-05
60            	-3.905915e-05
80            	-5.412464e-05
100           	-7.354467e-05
120           	-9.544204e-05
140           	-1.250236e-04
160           	-1.391193e-04
180           	-1.513734e-04
200           	-1.582086e-04
220           	-1.957827e-04
240           	-2.461807e-04
260           	-2.375344e-04
280           	-2.384749e-04
300           	-2.473207e-04
320           	-2.614313e-04
340           	-2.771309e-04
360           	-2.963076e-04
380           	-3.211589e-04
400           	-3.515611e-04
420           	-3.848113e-04
440           	-4.194490e-04
460           	-4.540272e-04
480           	-4.863618e-04
500           	-5.147171e-04
520           	-5.389314e-04
540           	-5.602312e-04
560           	-5.796922e-04
580           	-5.977164e-04
600           	-6.132925e-04
620           	-6.282605e-04
640           	-6.433596e-04
660           	-6.573945e-04
680           	-6.692784e-04
700           	-6.797338e-04
720           	-6.875849e-04
740           	-6.930288e-04
760           	-6.974352e-04
780           	-7.019960e-04
800           	-7.070209e-04
820           	-7.125704e-04
840           	-7.186098e-04
860           	-7.248094e-04
880           	-7.308267e-04
900           	-7.363463e-04
920           	-7.413123e-04
940           	-7.457123e-04
960           	-7.495995e-04
980           	-7.531881e-04
1000          	-7.564422e-04
1020          	-7.594914e-04
