# Region      : cellZone cz_solid_38
# Cells       : 2346
# Volume      : 2.144414e-03
# Time        	volIntegrateU
20            	4.604039e-09 -1.054991e-08 -2.693056e-09
40            	3.677596e-09 -1.534800e-08 -1.972215e-09
60            	2.928766e-09 -1.787488e-08 -1.555185e-09
80            	2.307888e-09 -1.866692e-08 -1.296150e-09
100           	1.798375e-09 -1.818964e-08 -1.133663e-09
120           	1.373105e-09 -1.683877e-08 -1.025821e-09
140           	1.066856e-09 -1.497045e-08 -9.461630e-10
160           	7.202251e-10 -1.291695e-08 -9.056005e-10
180           	5.578815e-10 -1.092216e-08 -8.954863e-10
200           	4.637906e-10 -9.073282e-09 -9.046875e-10
220           	4.200359e-10 -7.410672e-09 -9.237019e-10
240           	4.138274e-10 -5.929554e-09 -9.488583e-10
260           	4.294347e-10 -4.590465e-09 -9.738560e-10
280           	4.566925e-10 -3.339161e-09 -9.949620e-10
300           	4.890465e-10 -2.122271e-09 -1.009329e-09
320           	5.243041e-10 -8.977440e-10 -1.016300e-09
340           	5.634280e-10 3.538916e-10 -1.017980e-09
360           	6.084365e-10 1.631075e-09 -1.012719e-09
380           	6.635378e-10 2.913016e-09 -1.000132e-09
400           	7.264884e-10 4.161202e-09 -9.803663e-10
420           	7.806219e-10 5.319077e-09 -9.575576e-10
440           	8.094940e-10 6.336818e-09 -9.409476e-10
460           	8.164135e-10 7.193726e-09 -9.352638e-10
480           	8.110684e-10 7.904219e-09 -9.362426e-10
500           	7.995145e-10 8.490535e-09 -9.368056e-10
520           	7.846380e-10 8.978195e-09 -9.318802e-10
540           	7.655620e-10 9.386392e-09 -9.175200e-10
560           	7.406884e-10 9.722102e-09 -8.920745e-10
580           	7.094204e-10 9.981315e-09 -8.563461e-10
600           	6.734496e-10 1.015436e-08 -8.126935e-10
620           	6.351452e-10 1.023125e-08 -7.642836e-10
640           	5.971239e-10 1.020626e-08 -7.144534e-10
660           	5.617329e-10 1.008087e-08 -6.660170e-10
680           	5.291645e-10 9.864875e-09 -6.203658e-10
700           	4.990964e-10 9.573873e-09 -5.782182e-10
720           	4.707434e-10 9.226324e-09 -5.399190e-10
740           	4.434896e-10 8.839573e-09 -5.057510e-10
760           	4.171290e-10 8.428141e-09 -4.754378e-10
780           	3.916530e-10 8.002728e-09 -4.485396e-10
800           	3.670259e-10 7.571830e-09 -4.241285e-10
820           	3.431525e-10 7.141982e-09 -4.016015e-10
840           	3.195492e-10 6.718703e-09 -3.797990e-10
860           	2.958486e-10 6.305828e-09 -3.581672e-10
880           	2.716747e-10 5.905926e-09 -3.360660e-10
900           	2.469639e-10 5.520858e-09 -3.133969e-10
