# Region      : cellZone cz_solid_40
# Cells       : 2388
# Volume      : 2.145537e-03
# Time        	volIntegrateU
20            	7.937268e-10 -8.357445e-09 -1.300362e-09
40            	1.932134e-10 -1.147513e-08 -6.159304e-10
60            	-8.278325e-11 -1.266409e-08 -4.125790e-10
80            	-2.352186e-10 -1.254250e-08 -3.730535e-10
100           	-3.094671e-10 -1.173593e-08 -4.171062e-10
120           	-3.541697e-10 -1.063050e-08 -4.611266e-10
140           	-3.506253e-10 -9.468306e-09 -4.752788e-10
160           	-3.879756e-10 -8.446049e-09 -5.658394e-10
180           	-3.800972e-10 -7.569431e-09 -6.298118e-10
200           	-3.653418e-10 -6.908200e-09 -6.912469e-10
220           	-3.455453e-10 -6.484526e-09 -7.504873e-10
240           	-3.249508e-10 -6.296745e-09 -8.062423e-10
260           	-3.055433e-10 -6.321915e-09 -8.570924e-10
280           	-2.884273e-10 -6.523047e-09 -8.995799e-10
300           	-2.728531e-10 -6.854804e-09 -9.287184e-10
320           	-2.573508e-10 -7.275784e-09 -9.429805e-10
340           	-2.388777e-10 -7.750720e-09 -9.430386e-10
360           	-2.159874e-10 -8.250069e-09 -9.309169e-10
380           	-1.897408e-10 -8.747114e-09 -9.092812e-10
400           	-1.628706e-10 -9.211738e-09 -8.788637e-10
420           	-1.378404e-10 -9.614374e-09 -8.384607e-10
440           	-1.153321e-10 -9.934747e-09 -7.842909e-10
460           	-9.586310e-11 -1.015805e-08 -7.093544e-10
480           	-8.033342e-11 -1.028379e-08 -6.071935e-10
500           	-6.796696e-11 -1.032282e-08 -4.743379e-10
520           	-5.885923e-11 -1.029531e-08 -3.127413e-10
540           	-5.533941e-11 -1.023011e-08 -1.296877e-10
560           	-6.072802e-11 -1.016522e-08 6.269779e-11
580           	-7.724635e-11 -1.013597e-08 2.507727e-10
600           	-1.042378e-10 -1.016498e-08 4.229088e-10
620           	-1.377700e-10 -1.026180e-08 5.697592e-10
640           	-1.732886e-10 -1.042659e-08 6.875611e-10
660           	-2.064430e-10 -1.065301e-08 7.766771e-10
680           	-2.340953e-10 -1.093279e-08 8.405247e-10
700           	-2.549796e-10 -1.126023e-08 8.838277e-10
720           	-2.691949e-10 -1.163343e-08 9.110007e-10
740           	-2.779326e-10 -1.205406e-08 9.259245e-10
760           	-2.825246e-10 -1.252489e-08 9.314083e-10
780           	-2.841343e-10 -1.304844e-08 9.293926e-10
800           	-2.836889e-10 -1.362460e-08 9.213000e-10
820           	-2.817924e-10 -1.425027e-08 9.079738e-10
840           	-2.788436e-10 -1.491809e-08 8.898220e-10
860           	-2.750082e-10 -1.561795e-08 8.669452e-10
880           	-2.703776e-10 -1.633684e-08 8.395248e-10
900           	-2.651665e-10 -1.705951e-08 8.081993e-10
920           	-2.597472e-10 -1.777011e-08 7.745149e-10
940           	-2.544763e-10 -1.845402e-08 7.408717e-10
960           	-2.494001e-10 -1.910006e-08 7.101448e-10
980           	-2.447554e-10 -1.970005e-08 6.849392e-10
1000          	-2.411239e-10 -2.024922e-08 6.667082e-10
1020          	-2.388382e-10 -2.074632e-08 6.554926e-10
1040          	-2.380792e-10 -2.119349e-08 6.501868e-10
1060          	-2.387554e-10 -2.159547e-08 6.492568e-10
1080          	-2.406583e-10 -2.195798e-08 6.511582e-10
1100          	-2.435103e-10 -2.228681e-08 6.546803e-10
