# Region type : faceZone fz_solid_93
# Faces  :    1610
# Area   :    1.017305e-01
# Time        	sum(phi)
20            	2.889649e-05
40            	4.677189e-05
60            	5.617835e-05
80            	5.583160e-05
100           	4.232495e-05
120           	2.500441e-05
140           	-7.964378e-05
160           	-1.900922e-04
180           	-2.417506e-04
200           	-2.391455e-04
220           	-2.227879e-04
240           	-2.130226e-04
260           	-2.112008e-04
280           	-2.122007e-04
300           	-2.134986e-04
320           	-2.148651e-04
340           	-2.159375e-04
360           	-2.167843e-04
380           	-2.171023e-04
400           	-2.171181e-04
420           	-2.171992e-04
440           	-2.168141e-04
460           	-2.158963e-04
480           	-2.146885e-04
500           	-2.135188e-04
520           	-2.123840e-04
540           	-2.114859e-04
560           	-2.111028e-04
580           	-2.108884e-04
600           	-2.113052e-04
620           	-2.136647e-04
640           	-2.157663e-04
660           	-2.170475e-04
680           	-2.173042e-04
700           	-2.173541e-04
720           	-2.173428e-04
740           	-2.170565e-04
760           	-2.163165e-04
780           	-2.150659e-04
800           	-2.133536e-04
820           	-2.113902e-04
840           	-2.092329e-04
860           	-2.070062e-04
880           	-2.047362e-04
900           	-2.026155e-04
920           	-2.005655e-04
940           	-1.986027e-04
960           	-1.968618e-04
980           	-1.961765e-04
1000          	-1.974875e-04
1020          	-2.000954e-04
