# Region      : cellZone cz_solid_59
# Cells       : 1918
# Volume      : 2.144636e-03
# Time        	volIntegrateU
20            	1.474031e-09 -7.550894e-09 -9.959061e-10
40            	5.122926e-10 -9.638562e-09 -3.456582e-10
60            	2.653859e-11 -9.694942e-09 -2.031620e-10
80            	-2.334953e-10 -8.264124e-09 -2.077225e-10
100           	-3.641938e-10 -6.132057e-09 -2.657408e-10
120           	-4.331892e-10 -3.761680e-09 -3.220523e-10
140           	-4.989591e-10 -1.456547e-09 -2.996034e-10
160           	-4.784141e-10 6.731387e-10 -4.141762e-10
180           	-4.456497e-10 2.570573e-09 -4.702063e-10
200           	-4.032541e-10 4.206126e-09 -5.178681e-10
220           	-3.564545e-10 5.577437e-09 -5.596387e-10
240           	-3.092067e-10 6.697110e-09 -5.975175e-10
260           	-2.655104e-10 7.592228e-09 -6.310345e-10
280           	-2.258938e-10 8.295357e-09 -6.594328e-10
300           	-1.891581e-10 8.844326e-09 -6.830769e-10
320           	-1.523675e-10 9.274748e-09 -7.034212e-10
340           	-1.122491e-10 9.615194e-09 -7.231744e-10
360           	-6.763857e-11 9.884774e-09 -7.440955e-10
380           	-2.042887e-11 1.009468e-08 -7.648138e-10
400           	2.416388e-11 1.025668e-08 -7.795264e-10
420           	5.942634e-11 1.038155e-08 -7.808377e-10
440           	8.125098e-11 1.048120e-08 -7.640580e-10
460           	8.621282e-11 1.056446e-08 -7.255661e-10
480           	7.463787e-11 1.063512e-08 -6.649086e-10
500           	5.047517e-11 1.069162e-08 -5.826087e-10
520           	1.859577e-11 1.072584e-08 -4.796804e-10
540           	-1.687943e-11 1.072552e-08 -3.603847e-10
560           	-5.394682e-11 1.068276e-08 -2.319229e-10
580           	-9.316607e-11 1.060096e-08 -1.019403e-10
600           	-1.354679e-10 1.048978e-08 2.228997e-11
620           	-1.802722e-10 1.035848e-08 1.360223e-10
640           	-2.253499e-10 1.021128e-08 2.367305e-10
660           	-2.676048e-10 1.004691e-08 3.234406e-10
680           	-3.044583e-10 9.860496e-09 3.963351e-10
700           	-3.348794e-10 9.644693e-09 4.563390e-10
720           	-3.591487e-10 9.391411e-09 5.046781e-10
740           	-3.781613e-10 9.093724e-09 5.429317e-10
760           	-3.928847e-10 8.748444e-09 5.725752e-10
780           	-4.038189e-10 8.356713e-09 5.948810e-10
800           	-4.110606e-10 7.923663e-09 6.107946e-10
820           	-4.142089e-10 7.457053e-09 6.209714e-10
840           	-4.125580e-10 6.966894e-09 6.255189e-10
860           	-4.054263e-10 6.464730e-09 6.238553e-10
880           	-3.930749e-10 5.962273e-09 6.145304e-10
900           	-3.770887e-10 5.470994e-09 5.966618e-10
920           	-3.603442e-10 5.000843e-09 5.723897e-10
940           	-3.450480e-10 4.558265e-09 5.465569e-10
960           	-3.321773e-10 4.145817e-09 5.240276e-10
980           	-3.220506e-10 3.763390e-09 5.072698e-10
1000          	-3.148751e-10 3.409255e-09 4.963264e-10
1020          	-3.106530e-10 3.080780e-09 4.900627e-10
