# Region      : cellZone cz_solid_63
# Cells       : 1988
# Volume      : 2.142605e-03
# Time        	volIntegrateU
20            	3.501866e-12 -3.845816e-09 5.320753e-10
40            	-3.179295e-10 -5.553552e-09 6.050568e-10
60            	-4.400322e-10 -6.832613e-09 5.230225e-10
80            	-5.388496e-10 -7.794425e-09 4.102074e-10
100           	-6.287594e-10 -8.608643e-09 3.100626e-10
120           	-7.177645e-10 -9.431541e-09 2.280243e-10
140           	-8.091310e-10 -1.037707e-08 1.105254e-10
160           	-9.762019e-10 -1.153610e-08 4.149862e-11
180           	-1.106533e-09 -1.290149e-08 -2.931030e-11
200           	-1.221690e-09 -1.444153e-08 -1.078080e-10
220           	-1.305583e-09 -1.607332e-08 -1.781723e-10
240           	-1.345576e-09 -1.770345e-08 -2.261302e-10
260           	-1.337732e-09 -1.925853e-08 -2.461887e-10
280           	-1.288875e-09 -2.068880e-08 -2.375064e-10
300           	-1.214207e-09 -2.196209e-08 -2.015413e-10
320           	-1.132739e-09 -2.305723e-08 -1.383543e-10
340           	-1.056530e-09 -2.396563e-08 -5.954703e-11
360           	-9.936619e-10 -2.472138e-08 2.518028e-11
380           	-9.547143e-10 -2.541443e-08 1.351386e-10
400           	-9.301302e-10 -2.613475e-08 2.904302e-10
420           	-9.042761e-10 -2.693635e-08 4.713195e-10
440           	-8.789937e-10 -2.784665e-08 6.459345e-10
460           	-8.576880e-10 -2.887071e-08 7.937044e-10
480           	-8.456064e-10 -2.999658e-08 9.070388e-10
500           	-8.455320e-10 -3.120562e-08 9.901617e-10
520           	-8.538552e-10 -3.247823e-08 1.052941e-09
540           	-8.655470e-10 -3.378892e-08 1.103821e-09
560           	-8.777428e-10 -3.511078e-08 1.146608e-09
580           	-8.894403e-10 -3.642842e-08 1.181327e-09
600           	-9.009919e-10 -3.773987e-08 1.207555e-09
620           	-9.130309e-10 -3.904747e-08 1.226816e-09
640           	-9.253258e-10 -4.035216e-08 1.241849e-09
