# Region type : faceZone fz_solid_1
# Faces  :    1722
# Area   :    1.016517e-01
# Time        	sum(phi)
20            	3.927746e-05
40            	4.089308e-05
60            	4.138642e-05
80            	4.177344e-05
100           	4.241718e-05
120           	4.317591e-05
140           	4.510570e-05
160           	4.587444e-05
180           	4.542350e-05
200           	4.290679e-05
220           	4.091849e-05
240           	3.620651e-05
260           	3.154510e-05
280           	2.946386e-05
300           	2.766813e-05
320           	2.673693e-05
340           	2.673415e-05
360           	2.711330e-05
380           	2.724448e-05
400           	2.767717e-05
420           	2.917116e-05
440           	3.190929e-05
460           	3.566240e-05
480           	3.940548e-05
500           	4.098694e-05
520           	3.469350e-05
540           	1.808848e-05
560           	-5.163787e-07
580           	-1.495890e-05
600           	-2.539657e-05
620           	-3.269144e-05
640           	-3.746088e-05
660           	-4.008547e-05
680           	-4.108930e-05
700           	-4.083241e-05
720           	-3.994294e-05
740           	-3.887531e-05
760           	-3.752293e-05
780           	-3.621914e-05
800           	-3.497830e-05
820           	-3.397249e-05
840           	-3.313092e-05
860           	-3.238312e-05
880           	-3.167033e-05
900           	-3.101493e-05
920           	-3.044331e-05
940           	-3.004284e-05
960           	-2.992295e-05
980           	-3.016851e-05
1000          	-3.059490e-05
1020          	-3.119309e-05
