# Region      : cellZone cz_solid_65
# Cells       : 2212
# Volume      : 2.142318e-03
# Time        	volIntegrateU
20            	-1.476620e-09 -4.532594e-09 -9.566357e-11
40            	-2.189629e-09 -7.090929e-09 -7.567121e-12
60            	-2.869579e-09 -9.134915e-09 -1.736267e-11
80            	-3.551065e-09 -1.087209e-08 -5.939517e-11
100           	-4.173593e-09 -1.254976e-08 -9.965227e-11
120           	-4.721690e-09 -1.436474e-08 -1.237402e-10
140           	-5.669404e-09 -1.668893e-08 -1.104744e-10
160           	-6.099929e-09 -1.934306e-08 -1.821203e-10
180           	-6.385888e-09 -2.229020e-08 -1.631693e-10
200           	-6.563200e-09 -2.545163e-08 -1.193981e-10
220           	-6.578270e-09 -2.869052e-08 -2.881295e-11
240           	-6.385621e-09 -3.186079e-08 1.424966e-10
260           	-5.965237e-09 -3.484854e-08 4.200189e-10
280           	-5.331007e-09 -3.760904e-08 8.011758e-10
300           	-4.506292e-09 -4.013249e-08 1.259956e-09
320           	-3.519645e-09 -4.242363e-08 1.789722e-09
340           	-2.442112e-09 -4.455356e-08 2.381736e-09
360           	-1.389061e-09 -4.667023e-08 2.975209e-09
380           	-4.569224e-10 -4.892289e-08 3.502450e-09
400           	2.966391e-10 -5.142358e-08 3.922952e-09
420           	8.577178e-10 -5.421455e-08 4.230699e-09
440           	1.249827e-09 -5.725600e-08 4.444573e-09
460           	1.517382e-09 -6.045296e-08 4.594835e-09
480           	1.707489e-09 -6.369801e-08 4.711584e-09
500           	1.857040e-09 -6.690641e-08 4.818589e-09
520           	1.987996e-09 -7.002247e-08 4.928983e-09
540           	2.109852e-09 -7.301659e-08 5.047633e-09
560           	2.226028e-09 -7.587594e-08 5.173941e-09
580           	2.337420e-09 -7.860053e-08 5.304599e-09
600           	2.444649e-09 -8.119984e-08 5.435161e-09
620           	2.549054e-09 -8.368889e-08 5.561982e-09
640           	2.651814e-09 -8.608644e-08 5.682241e-09
660           	2.753078e-09 -8.841061e-08 5.795081e-09
680           	2.852110e-09 -9.067653e-08 5.900656e-09
700           	2.947463e-09 -9.289577e-08 5.999595e-09
720           	3.037226e-09 -9.507647e-08 6.092814e-09
740           	3.119743e-09 -9.722455e-08 6.180849e-09
760           	3.194597e-09 -9.934349e-08 6.263440e-09
780           	3.263323e-09 -1.014356e-07 6.339132e-09
800           	3.329177e-09 -1.035070e-07 6.407085e-09
820           	3.394739e-09 -1.055693e-07 6.469148e-09
840           	3.459814e-09 -1.076346e-07 6.526498e-09
860           	3.523219e-09 -1.097106e-07 6.578644e-09
880           	3.584680e-09 -1.118034e-07 6.625034e-09
900           	3.643298e-09 -1.139180e-07 6.665852e-09
920           	3.697241e-09 -1.160575e-07 6.701614e-09
940           	3.744999e-09 -1.182219e-07 6.732845e-09
960           	3.785784e-09 -1.204095e-07 6.759683e-09
980           	3.820199e-09 -1.226172e-07 6.783412e-09
1000          	3.848799e-09 -1.248411e-07 6.805139e-09
1020          	3.872530e-09 -1.270759e-07 6.825448e-09
1040          	3.892716e-09 -1.293164e-07 6.844570e-09
1060          	3.910634e-09 -1.315586e-07 6.862650e-09
1080          	3.927329e-09 -1.337993e-07 6.879666e-09
1100          	3.943304e-09 -1.360366e-07 6.895487e-09
1120          	3.958693e-09 -1.382694e-07 6.910092e-09
1140          	3.973451e-09 -1.404971e-07 6.923560e-09
1160          	3.987497e-09 -1.427195e-07 6.936103e-09
1180          	4.001064e-09 -1.449368e-07 6.948082e-09
1200          	4.014326e-09 -1.471497e-07 6.959812e-09
1220          	4.027276e-09 -1.493594e-07 6.971486e-09
1240          	4.039717e-09 -1.515676e-07 6.983054e-09
1260          	4.051421e-09 -1.537759e-07 6.994422e-09
1280          	4.062215e-09 -1.559852e-07 7.005470e-09
1300          	4.072056e-09 -1.581959e-07 7.016065e-09
1320          	4.080964e-09 -1.604081e-07 7.026008e-09
1340          	4.089032e-09 -1.626222e-07 7.035154e-09
1360          	4.096447e-09 -1.648390e-07 7.043521e-09
1380          	4.103318e-09 -1.670593e-07 7.051164e-09
1400          	4.109806e-09 -1.692841e-07 7.058193e-09
1420          	4.115932e-09 -1.715138e-07 7.064677e-09
1440          	4.121737e-09 -1.737491e-07 7.070671e-09
1460          	4.127180e-09 -1.759898e-07 7.076202e-09
1480          	4.132242e-09 -1.782361e-07 7.081284e-09
1500          	4.136856e-09 -1.804875e-07 7.085905e-09
1520          	4.140992e-09 -1.827437e-07 7.090040e-09
