# Region      : cellZone cz_solid_71
# Cells       : 2093
# Volume      : 2.141194e-03
# Time        	volIntegrateU
20            	1.137370e-09 -5.741446e-09 2.894538e-09
40            	1.062532e-09 -1.116020e-08 4.274896e-09
60            	9.901296e-10 -1.707753e-08 5.621328e-09
80            	8.524221e-10 -2.356250e-08 6.868713e-09
100           	6.055587e-10 -3.072189e-08 7.859411e-09
120           	1.983569e-10 -3.841299e-08 8.404259e-09
140           	-1.112248e-09 -4.628622e-08 8.354930e-09
160           	-1.462438e-09 -5.305836e-08 7.013748e-09
180           	-2.060048e-09 -5.928767e-08 5.150531e-09
200           	-2.650547e-09 -6.538709e-08 2.651237e-09
220           	-2.638486e-09 -7.162477e-08 -1.650514e-10
240           	-1.692826e-09 -7.822899e-08 -2.481978e-09
260           	-4.509582e-10 -8.524418e-08 -3.786344e-09
280           	4.518551e-10 -9.244410e-08 -4.234755e-09
300           	9.253332e-10 -9.953059e-08 -4.182843e-09
320           	1.131305e-09 -1.062587e-07 -3.903526e-09
340           	1.212698e-09 -1.124563e-07 -3.547856e-09
360           	1.238232e-09 -1.180068e-07 -3.190060e-09
380           	1.239033e-09 -1.228470e-07 -2.868225e-09
400           	1.230143e-09 -1.269678e-07 -2.596869e-09
420           	1.218070e-09 -1.304088e-07 -2.376510e-09
440           	1.205612e-09 -1.332397e-07 -2.202305e-09
460           	1.193546e-09 -1.355428e-07 -2.067272e-09
480           	1.182356e-09 -1.373989e-07 -1.963259e-09
500           	1.172769e-09 -1.388807e-07 -1.882273e-09
520           	1.165408e-09 -1.400478e-07 -1.817025e-09
540           	1.160107e-09 -1.409445e-07 -1.760932e-09
560           	1.157263e-09 -1.415972e-07 -1.707332e-09
580           	1.156494e-09 -1.420192e-07 -1.649311e-09
600           	1.155614e-09 -1.422095e-07 -1.580522e-09
620           	1.151510e-09 -1.421550e-07 -1.497451e-09
640           	1.138695e-09 -1.418418e-07 -1.402611e-09
660           	1.111045e-09 -1.412622e-07 -1.306793e-09
680           	1.069779e-09 -1.404214e-07 -1.226595e-09
700           	1.027880e-09 -1.393576e-07 -1.171373e-09
720           	9.973564e-10 -1.381364e-07 -1.134397e-09
740           	9.746239e-10 -1.368141e-07 -1.107973e-09
760           	9.542303e-10 -1.354283e-07 -1.090924e-09
780           	9.367406e-10 -1.340039e-07 -1.081313e-09
800           	9.216300e-10 -1.325544e-07 -1.076132e-09
820           	9.078070e-10 -1.310861e-07 -1.072882e-09
840           	8.943528e-10 -1.296019e-07 -1.070191e-09
860           	8.812626e-10 -1.281044e-07 -1.067203e-09
880           	8.683731e-10 -1.265964e-07 -1.063602e-09
900           	8.555555e-10 -1.250809e-07 -1.059141e-09
920           	8.428513e-10 -1.235604e-07 -1.053576e-09
940           	8.300661e-10 -1.220363e-07 -1.046383e-09
960           	8.169291e-10 -1.205076e-07 -1.037107e-09
980           	8.031346e-10 -1.189724e-07 -1.025839e-09
1000          	7.886822e-10 -1.174272e-07 -1.013141e-09
1020          	7.738031e-10 -1.158682e-07 -9.998347e-10
