# Region type : faceZone fz_solid_5
# Faces  :    1697
# Area   :    1.017570e-01
# Time        	sum(phi)
20            	-4.960061e-05
40            	-6.167759e-05
60            	-8.175837e-05
80            	-1.030509e-04
100           	-1.255732e-04
120           	-1.485833e-04
140           	-1.708244e-04
160           	-1.942503e-04
180           	-2.147723e-04
200           	-2.342912e-04
220           	-2.536615e-04
240           	-2.732675e-04
260           	-2.932346e-04
280           	-3.141518e-04
300           	-3.361734e-04
320           	-3.592734e-04
340           	-3.826428e-04
360           	-4.059952e-04
380           	-4.274504e-04
400           	-4.456582e-04
420           	-4.600140e-04
440           	-4.709129e-04
460           	-4.773345e-04
480           	-4.771818e-04
500           	-4.706821e-04
520           	-4.597834e-04
540           	-4.477934e-04
560           	-4.368498e-04
580           	-4.278491e-04
600           	-4.207648e-04
620           	-4.153291e-04
640           	-4.112627e-04
660           	-4.084449e-04
680           	-4.067522e-04
700           	-4.061430e-04
720           	-4.062543e-04
740           	-4.070965e-04
760           	-4.081491e-04
780           	-4.094224e-04
800           	-4.105660e-04
820           	-4.117616e-04
840           	-4.126747e-04
860           	-4.139110e-04
880           	-4.154850e-04
900           	-4.180615e-04
920           	-4.219411e-04
940           	-4.273142e-04
960           	-4.340909e-04
980           	-4.423503e-04
1000          	-4.514487e-04
1020          	-4.598754e-04
1040          	-4.670157e-04
1060          	-4.728311e-04
1080          	-4.773342e-04
1100          	-4.807062e-04
1120          	-4.829136e-04
