# Region      : cellZone cz_solid_67
# Cells       : 2037
# Volume      : 2.143616e-03
# Time        	volIntegrate(U)
20            	(-9.995903e-10 -3.726527e-09 9.723205e-10)
40            	(-1.824984e-09 -6.662705e-09 1.448903e-09)
60            	(-2.624415e-09 -9.524355e-09 1.900917e-09)
80            	(-3.420780e-09 -1.239157e-08 2.350183e-09)
100           	(-4.183839e-09 -1.551265e-08 2.804658e-09)
120           	(-4.890724e-09 -1.912497e-08 3.237136e-09)
140           	(-6.301363e-09 -2.374720e-08 3.976740e-09)
160           	(-6.521405e-09 -2.884817e-08 4.183583e-09)
180           	(-6.673682e-09 -3.441324e-08 4.356503e-09)
200           	(-6.610891e-09 -4.021372e-08 4.453760e-09)
220           	(-6.270974e-09 -4.600297e-08 4.480598e-09)
240           	(-5.669970e-09 -5.158809e-08 4.433941e-09)
260           	(-4.873407e-09 -5.687582e-08 4.308200e-09)
280           	(-3.903039e-09 -6.187070e-08 4.189368e-09)
300           	(-2.788669e-09 -6.667179e-08 4.175161e-09)
320           	(-1.647167e-09 -7.150575e-08 4.266619e-09)
340           	(-6.326201e-10 -7.660989e-08 4.402467e-09)
360           	(1.361864e-10 -8.206672e-08 4.517062e-09)
380           	(6.254072e-10 -8.778695e-08 4.587760e-09)
400           	(8.865843e-10 -9.359353e-08 4.629214e-09)
420           	(1.007085e-09 -9.931482e-08 4.660137e-09)
440           	(1.063630e-09 -1.048344e-07 4.690500e-09)
460           	(1.104857e-09 -1.100885e-07 4.724089e-09)
480           	(1.153503e-09 -1.150535e-07 4.761564e-09)
500           	(1.214943e-09 -1.197337e-07 4.801599e-09)
520           	(1.286928e-09 -1.241517e-07 4.842151e-09)
540           	(1.365233e-09 -1.283383e-07 4.880456e-09)
560           	(1.447018e-09 -1.323251e-07 4.914372e-09)
580           	(1.531633e-09 -1.361422e-07 4.942518e-09)
600           	(1.619183e-09 -1.398156e-07 4.964795e-09)
620           	(1.709702e-09 -1.433658e-07 4.981835e-09)
640           	(1.802533e-09 -1.468079e-07 4.994903e-09)
660           	(1.895995e-09 -1.501525e-07 5.005769e-09)
680           	(1.987374e-09 -1.534072e-07 5.015993e-09)
700           	(2.073293e-09 -1.565768e-07 5.027083e-09)
720           	(2.151094e-09 -1.596661e-07 5.039179e-09)
740           	(2.219799e-09 -1.626828e-07 5.051301e-09)
760           	(2.281337e-09 -1.656384e-07 5.061963e-09)
780           	(2.339594e-09 -1.685488e-07 5.070439e-09)
800           	(2.397998e-09 -1.714316e-07 5.077073e-09)
820           	(2.457906e-09 -1.743000e-07 5.082145e-09)
840           	(2.518985e-09 -1.771607e-07 5.085674e-09)
860           	(2.580473e-09 -1.800160e-07 5.088082e-09)
880           	(2.641612e-09 -1.828649e-07 5.089946e-09)
900           	(2.701650e-09 -1.857054e-07 5.091778e-09)
920           	(2.759906e-09 -1.885346e-07 5.094001e-09)
940           	(2.815793e-09 -1.913507e-07 5.096872e-09)
960           	(2.868866e-09 -1.941528e-07 5.100600e-09)
980           	(2.919083e-09 -1.969415e-07 5.105133e-09)
1000          	(2.966366e-09 -1.997180e-07 5.110258e-09)
