# Region      : cellZone cz_solid_75
# Cells       : 1988
# Volume      : 2.142903e-03
# Time        	volIntegrate(U)
20            	(8.695806e-09 -2.160639e-08 1.834224e-09)
40            	(8.155598e-09 -4.334760e-08 3.562699e-09)
60            	(4.388967e-09 -6.610610e-08 5.215854e-09)
80            	(-2.628284e-09 -8.649386e-08 5.539157e-09)
100           	(-8.883318e-09 -1.000979e-07 2.305029e-09)
120           	(-1.088764e-08 -1.056474e-07 -2.770393e-09)
140           	(-9.910219e-09 -1.042753e-07 -5.601306e-09)
160           	(-8.402834e-09 -9.944339e-08 -6.328051e-09)
180           	(-6.751490e-09 -9.358444e-08 -5.792108e-09)
200           	(-5.384977e-09 -8.735461e-08 -4.988680e-09)
220           	(-4.371583e-09 -8.108141e-08 -4.240928e-09)
240           	(-3.642350e-09 -7.484437e-08 -3.634763e-09)
260           	(-3.115794e-09 -6.864929e-08 -3.154024e-09)
280           	(-2.731452e-09 -6.247585e-08 -2.771994e-09)
300           	(-2.439648e-09 -5.630155e-08 -2.464835e-09)
320           	(-2.209039e-09 -5.010874e-08 -2.214105e-09)
340           	(-2.022373e-09 -4.388536e-08 -2.004912e-09)
360           	(-1.868808e-09 -3.762233e-08 -1.828240e-09)
380           	(-1.739857e-09 -3.131379e-08 -1.678750e-09)
400           	(-1.628493e-09 -2.496365e-08 -1.552341e-09)
420           	(-1.530425e-09 -1.858261e-08 -1.444368e-09)
440           	(-1.441715e-09 -1.218619e-08 -1.351105e-09)
460           	(-1.360928e-09 -5.786798e-09 -1.269022e-09)
480           	(-1.284607e-09 6.087278e-10 -1.194363e-09)
500           	(-1.211584e-09 7.000898e-09 -1.122063e-09)
520           	(-1.144426e-09 1.339581e-08 -1.048104e-09)
540           	(-1.089006e-09 1.980314e-08 -9.714736e-10)
560           	(-1.049928e-09 2.622957e-08 -8.938518e-10)
580           	(-1.029824e-09 3.266347e-08 -8.202929e-10)
600           	(-1.027120e-09 3.908201e-08 -7.581766e-10)
620           	(-1.037793e-09 4.546275e-08 -7.142107e-10)
640           	(-1.058809e-09 5.178697e-08 -6.867657e-10)
660           	(-1.085092e-09 5.803728e-08 -6.749630e-10)
680           	(-1.111728e-09 6.420033e-08 -6.737363e-10)
700           	(-1.135912e-09 7.027044e-08 -6.778376e-10)
720           	(-1.156683e-09 7.624878e-08 -6.844973e-10)
740           	(-1.173503e-09 8.213890e-08 -6.920769e-10)
760           	(-1.186481e-09 8.794555e-08 -6.995478e-10)
780           	(-1.196200e-09 9.367251e-08 -7.067161e-10)
800           	(-1.203000e-09 9.932240e-08 -7.133639e-10)
820           	(-1.206924e-09 1.048956e-07 -7.192135e-10)
840           	(-1.208003e-09 1.103898e-07 -7.242577e-10)
860           	(-1.205955e-09 1.157996e-07 -7.282940e-10)
880           	(-1.200265e-09 1.211173e-07 -7.310103e-10)
900           	(-1.190484e-09 1.263319e-07 -7.323068e-10)
