# Region type : faceZone fz_solid_99
# Faces  :    1658
# Area   :    1.017212e-01
# Time        	sum(phi)
20            	-3.997475e-05
40            	-1.929622e-05
60            	-1.875656e-06
80            	1.005192e-05
100           	1.783827e-05
120           	2.583173e-05
140           	3.530622e-05
160           	3.980077e-05
180           	4.149731e-05
200           	3.908081e-05
220           	3.545810e-05
240           	3.299649e-05
260           	3.320740e-05
280           	3.539579e-05
300           	3.567410e-05
320           	3.264908e-05
340           	2.716638e-05
360           	2.040189e-05
380           	1.442228e-05
400           	1.239248e-05
420           	1.516194e-05
440           	1.874126e-05
460           	2.142351e-05
480           	2.174644e-05
500           	2.051892e-05
520           	1.767518e-05
540           	1.237318e-05
560           	6.425997e-06
580           	1.086467e-06
600           	-4.075269e-06
620           	-9.446965e-06
640           	-1.449640e-05
660           	-1.872118e-05
680           	-2.179329e-05
700           	-2.369384e-05
720           	-2.449326e-05
740           	-2.440728e-05
760           	-2.367269e-05
780           	-2.242149e-05
800           	-2.074901e-05
820           	-1.865467e-05
840           	-1.616611e-05
860           	-1.363550e-05
880           	-1.121741e-05
900           	-8.732329e-06
920           	-6.264829e-06
940           	-3.847521e-06
960           	-1.633216e-06
980           	1.645311e-07
