# Region type : faceZone fz_solid_86
# Faces  :    1856
# Area   :    1.017214e-01
# Time        	sum(phi)
20            	-7.978282e-06
40            	-1.700243e-05
60            	-2.375740e-05
80            	-2.941198e-05
100           	-3.477125e-05
120           	-4.270671e-05
140           	-5.546580e-05
160           	-8.302372e-05
180           	-1.092582e-04
200           	-1.371285e-04
220           	-1.564072e-04
240           	-1.610157e-04
260           	-1.534334e-04
280           	-1.430537e-04
300           	-1.372445e-04
320           	-1.293144e-04
340           	-1.062953e-04
360           	-7.611996e-05
380           	-5.824191e-05
400           	-6.188757e-05
420           	-7.881908e-05
440           	-9.796209e-05
460           	-1.153028e-04
480           	-1.296862e-04
500           	-1.424880e-04
520           	-1.539528e-04
540           	-1.642502e-04
560           	-1.741320e-04
580           	-1.834695e-04
600           	-1.917334e-04
620           	-1.993644e-04
640           	-2.062106e-04
660           	-2.102707e-04
680           	-2.125297e-04
700           	-2.127693e-04
720           	-2.118815e-04
740           	-2.100640e-04
760           	-2.079158e-04
780           	-2.026307e-04
800           	-1.987272e-04
820           	-1.964893e-04
840           	-1.932792e-04
860           	-1.903637e-04
880           	-1.876986e-04
900           	-1.853115e-04
920           	-1.834369e-04
940           	-1.821112e-04
960           	-1.811696e-04
980           	-1.803797e-04
1000          	-1.796768e-04
1020          	-1.789050e-04
1040          	-1.780565e-04
1060          	-1.771287e-04
1080          	-1.761258e-04
1100          	-1.750487e-04
1120          	-1.739503e-04
1140          	-1.729152e-04
